nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT01254188,Safety and Efficacy of Nilotinib in Newly Diagnosed Chronic Myeloid Leukemia Patients,Novartis Pharmaceuticals,PHASE3,COMPLETED,2011-04,2014-11,421.0,Nilotinib
NCT06970288,Effectiveness of Introducing Ultra-High B-Value Diffusion-Weighted Imaging as a Modified Abbreviated Protocol for Breast Cancer Detection,Ain Shams University,N/A,RECRUITING,2025-05-10,2026-12-30,85.0,
NCT06751303,Patient Preferences for Precision Medicine: Determining Optimal Patient Quality of Life Using PARPi's,University of Saskatchewan,NA,RECRUITING,2023-09-17,2027-09-16,100.0,Patients that are HRP are given a decision aid for PARPi use
NCT07782203,Establishment of a Biological Collection to Develop Translational Preclinical Models for the Study of Tumors and Diseases of the Gastrointestinal Tract,"University Hospital, Strasbourg, France",NA,RECRUITING,2026-03-18,2027-12-30,400.0,biopsy
NCT00129727,Carboplatin Taxol Avastin in Ovarian Cancer (OVCA),Massachusetts General Hospital,PHASE2,COMPLETED,2005-06,2009-02,62.0,Paclitaxel; Carboplatin; Bevacizumab
NCT05354427,Retrospective Evaluation of Commercial Spacers in Prostate Cancer Patients,BioProtect,N/A,COMPLETED,2020-06-18,2022-01-01,175.0,Observation
NCT01619761,NK Cells in Cord Blood Transplantation,M.D. Anderson Cancer Center,PHASE1,UNKNOWN,2013-05-03,2021-11,13.0,Allogeneic Hematopoietic Stem Cell Transplantation; Cyclophosphamide; Fludarabine Phosphate; Laboratory Biomarker Analysis; Lenalidomide; Melphalan; Mycophenolate Mofetil; Natural Killer Cell Therapy; Rituximab; Tacrolimus; Total-Body Irradiation; Umbilical Cord Blood Transplantation
NCT07028242,Ultrasound and Histology in AEH and Early EEC Treated Conservatively,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,N/A,NOT_YET_RECRUITING,2025-06-11,2027-06-30,50.0,Hysteroscopic fertility-sparing surgery and hormonal treatment
NCT05570942,Oral Lactobacillus Rhamnosus TCELL-1 and Colorectal Cancer,National Taiwan University Hospital,PHASE2,UNKNOWN,2021-12-07,2022-12-31,56.0,Oral Lactobacillus rhamnosus TCELL-1
NCT05230186,A Tissue Collection Study in Patients Who Respond to Immune Checkpoint Inhibitors to Identify Targets of Tumor-Reactive T Cells.,"TScan Therapeutics, Inc.",N/A,COMPLETED,2021-02-26,2024-12-20,12.0,Tumor Biopsy
NCT01185886,Study of Blood and Tissue Samples in Children With Newly Diagnosed Acute Lymphoblastic Leukemia,European Organisation for Research and Treatment of Cancer - EORTC,N/A,UNKNOWN,2011-06,2021-06,1200.0,gene expression analysis; mutation analysis; polymorphism analysis; biologic sample preservation procedure; laboratory biomarker analysis; pharmacogenomic studies
NCT06458673,"A Prospective, Non-interventional Cohort Study of Subsolid Pulmonary Nodules",Guangdong Provincial People's Hospital,N/A,NOT_YET_RECRUITING,2024-12-01,2030-11-30,1184.0,
NCT00001869,Official Record of Patients Diagnosed With Lymphangioleiomyomatosis (LAM),"National Heart, Lung, and Blood Institute (NHLBI)",N/A,COMPLETED,1998-12,2003-04,400.0,
NCT01478854,Neural Progenitor Cell Sparing Radiation Therapy Plus Temozolomide,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,NA,COMPLETED,2011-12-27,2018-04-25,33.0,Radiation; Chemotherapy
NCT00613054,Ph I Zactima + Imatinib Mesylate & Hydroxyurea for Pts w Recurrent Malignant Glioma,Annick Desjardins,PHASE1,COMPLETED,2007-11,2009-04,27.0,"Zactima, Gleevec, Hydroxyurea"
NCT06763354,The Efficacy of Gallium[68Ga]NOTA-DNA Multivalent SGC8 Injection for Bladder Tumour Imaging,RenJi Hospital,NA,RECRUITING,2025-02-08,2025-12-31,20.0,Gallium[68Ga]NOTA-DNA Multivalent SGC8 Injection
NCT00808041,Chemotherapy Monitoring With Breast Computed Tomography (CT),Emory University,N/A,COMPLETED,2009-07,2015-07,3.0,Dedicated breast computed tomography imaging
NCT04354454,Step Into Support for Endurance and Strength (SISTERS),Dana-Farber Cancer Institute,NA,COMPLETED,2021-01-29,2023-03-17,21.0,Fitbit; Fitbit + Game + Support from a Teammate
NCT01874054,Study of Brentuximab Vedotin Combined With Bendamustine in Patients With Hodgkin Lymphoma,Seagen Inc.,PHASE1,COMPLETED,2013-06,2018-02-20,55.0,brentuximab vedotin; bendamustine
NCT04075305,The MOMENTUM Study: The Multiple Outcome Evaluation of Radiation Therapy Using the MR-Linac Study,UMC Utrecht,N/A,RECRUITING,2019-02-01,2030-08-01,8000.0,Radiation therapy
NCT01302405,Safety and Efficacy Study of PRI-724 in Subjects With Advanced Solid Tumors,"Prism Pharma Co., Ltd.",PHASE1,TERMINATED,2011-02,2015-06,23.0,PRI-724
NCT03936205,Dexmedetomidine Addition to Morphine in Patients With Metastatic Cancer,Hotel Dieu de France Hospital,PHASE2,COMPLETED,2016-08,2017-10,18.0,Dexmedetomidine
NCT01106794,Molecular Analysis of Samples From Patients With Diffuse Intrinsic Pontine Glioma and Brainstem Glioma,Children's National Research Institute,N/A,RECRUITING,2010-04,2030-04,100.0,
NCT03260894,Pembrolizumab (MK-3475) Plus Epacadostat vs Standard of Care in mRCC (KEYNOTE-679/ECHO-302),Incyte Corporation,PHASE3,COMPLETED,2017-12-07,2025-06-04,129.0,Pembrolizumab; Epacadostat; Sunitinib; Pazopanib
NCT03160794,Prostate Cancer Subclinical Metastatic Ablative MR-guided Radiotherapy,"University Health Network, Toronto",NA,COMPLETED,2017-05-23,2025-04-01,150.0,[18F]DCFPyL PET/MRI scan; Stereotactic Ablative Radiotherapy
NCT05718466,Stereotactic Radiology Versus Chemotherapy for Recurrent/Progressive Glioblastoma After Second-Line Chemotherapy,Henry Ford Health System,PHASE3,COMPLETED,2010-11,2016-12,35.0,Bevacizumab; Chemotherapy; Fractionated radiosurgery
NCT01445522,ABT-888 Plus Metronomic Cyclophosphamide to Treat Cancer,National Cancer Institute (NCI),PHASE1,COMPLETED,2008-12-03,2012-07-03,35.0,ABT-888; Cyclophosphamide
NCT07128251,"A Single-Arm, Multicenter, Exploratory Clinical Study of Transarterial Chemoembolization (TACE) Combined With Iparomlimab and Tuvonralimab Injection and Bevacizumab Injection for the Treatment of Unresectable, Non-Metastatic Hepatocellular Carcinoma (HCC)",Anhui Provincial Hospital,PHASE2,NOT_YET_RECRUITING,2025-08-20,2029-12-30,47.0,TACE treatment; Iparomlimab and Tuvonralimab Injection (QL1706); Bevacizumab
NCT07776951,Physical Activity and Healthy Aging: Promoting Cardio-metabolic Capacity to Fight Chronic Inflammation and Improve Outcomes in Breast Cancer Patients (PhActHealth Study),University of Milan,NA,RECRUITING,2026-02-01,2029-02-28,126.0,Pre-habilitation exercise program
NCT00383851,Randomized Trial of ATN-224 and Temozolomide in Advanced Melanoma,Attenuon,PHASE2,UNKNOWN,2006-09,2008-09,60.0,ATN-224; Temozolomide
NCT02560051,Hormone Therapy Plus Chemotherapy as Initial Treatment for Local Failures or Advanced Prostate Cancer,"The University of Texas Health Science Center, Houston",PHASE2,TERMINATED,2015-11,2017-09-14,19.0,Doxorubicin; Ketoconazole; Docetaxel; Estramustine; Degarelix
NCT07155629,Neoadjuvant Treatment vs Upfront Surgery for Left-Sided Pancreatic Cancer,Helsinki University Central Hospital,PHASE3,NOT_YET_RECRUITING,2025-09-01,2030-08-31,381.0,mFOLFIRINOX neoadjuvant chemotherapy / Nab-paclitaxel and gemcitabine
NCT05369429,My Wellbeing Guide: A Novel Tool for Managing Stress and Improving Quality of Life,Northwestern University,NA,RECRUITING,2022-12-02,2028-07-05,6516.0,My Wellbeing Guide
NCT00192829,Hypercoagulable Parameters as Predictors of Thrombotic Events and Prognosis in Patients With Advanced Non-Small Cell Lung Carcinoma,Rambam Health Care Campus,N/A,UNKNOWN,2005-06,,100.0,Blood sample withdrawal
NCT00003131,CMA-676 in Treating Patients With Acute Myeloid Leukemia in First Relapse,Pfizer,PHASE2,COMPLETED,1997-02,2002-02,55.0,chemotherapy; gemtuzumab ozogamicin
NCT06381531,Tracing Brain Tumors Through Deep Time,Tata Memorial Centre,N/A,RECRUITING,2025-01-10,2027-06-10,10000.0,Imaging with CT and MRI
NCT00487331,Acupuncture for Treatment of Uncontrolled Pain: A Feasibility Study,M.D. Anderson Cancer Center,NA,COMPLETED,2007-06,2013-10,52.0,Acupuncture; Survey
NCT05083702,Ultrasound Versus Fluoroscopy Guided Superior Hypogastric Plexus Block in Cancer Bladder Patients,"National Cancer Institute, Egypt",NA,UNKNOWN,2020-12-01,2021-10-30,60.0,Fluoroscopy-guided superior hypogastric plexus block transdiscal approach; ultrasound-guided superior hypogastric plexus block
NCT06550102,Drug Response Profiling (DRP) Registry Zurich for Hematological Malignancies,"University Children's Hospital, Zurich",N/A,RECRUITING,2022-01-04,2031-12-31,1000.0,
NCT00689702,"Cetuximab (Erbitux®), Capecitabine and Radiotherapy in Neoadjuvant Treatment of Patients With Rectal Cancer",Institute of Oncology Ljubljana,PHASE2,UNKNOWN,2007-02,2013-05,43.0,"cetuximab, capecitabine"
NCT05738902,Adherence and Compliance to ERAS in Gynecological Surgery,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,N/A,UNKNOWN,2023-05-30,2025-03-31,600.0,Assessment of compliance to ERAS.
NCT01100502,A Phase 3 Study of Brentuximab Vedotin (SGN-35) in Patients at High Risk of Residual Hodgkin Lymphoma Following Stem Cell Transplant (The AETHERA Trial),Seagen Inc.,PHASE3,COMPLETED,2010-04-30,2020-04-27,329.0,brentuximab vedotin; placebo
NCT00204490,Soy Isoflavones and Breast Cancer Risk Reduction,"The University of Texas Medical Branch, Galveston",PHASE2,COMPLETED,2004-04,2023-05-31,197.0,isoflavones; carbohydrate
NCT00052390,Doxorubicin and Bevacizumab in Treating Patients With Locally Recurrent or Metastatic Soft Tissue Sarcoma,Memorial Sloan Kettering Cancer Center,PHASE2,COMPLETED,2002-10,2005-10,,bevacizumab; doxorubicin hydrochloride
NCT06280690,SGM-101 Tumor Targeted Fluorescence Endoscopy in Rectal Polyps With Suspected T1 Adenocarcinoma or High Grade Dysplasia,Leiden University Medical Center,PHASE2,UNKNOWN,2024-01-31,2025-07-30,20.0,SGM-101
NCT05517590,Intravenous Tranexamic Acid and Intramyometrial Desmopressin Effect on Blood Loss During Laparoscopic Myomectomy.,Acibadem University,NA,COMPLETED,2022-09-01,2024-04-30,102.0,Tranexamic acid; Saline
NCT04274790,Impact of 5-Fluorouracil (5-FU) on Cancer Cells From Liver Metastases of Colon Cancer,Centre Leon Berard,N/A,WITHDRAWN,2021-06-01,2023-03-01,0.0,Scheduled and planned surgery
NCT04290897,Oxaloacetate for the Improvement of Cognitive Complaints in Stage 0-IIIA Breast Cancer Survivors,Jonsson Comprehensive Cancer Center,PHASE2,COMPLETED,2021-09-29,2024-11-12,18.0,Anhydrous Enol-oxaloacetate; Questionnaire Administration
NCT05163197,Transperineal Laser Ablation Treatment (TPLA) for Prostate Cancer (PCa) Registry,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),N/A,RECRUITING,2021-10-01,2027-10-01,200.0,Transperineal Laser Ablation of Prostate Cancer
NCT02879097,Efficacy-Safety-Immunogenicity Study of CBT124&EU-sourced Avastin® in Stage 4 NSCLC,Cipla BioTec Pvt. Ltd.,PHASE3,UNKNOWN,2016-12,2018-05,200.0,CBT124; EU-sourced Avastin®; Carboplatin; Paclitaxel
NCT00008697,Arsenic Trioxide in Treating Patients With Refractory or Recurrent Acute Promyelocytic Leukemia,Washington University School of Medicine,PHASE1,COMPLETED,1998-11,2002-04,13.0,arsenic trioxide
NCT06295497,Lung Cancer Screening in HIgh Risk nonsmokErs by Artificial inteLligence Device,Chinese University of Hong Kong,NA,RECRUITING,2024-07-18,2028-12-01,3000.0,Lung-SIGHT
NCT06630260,5G-RUBY: Avutometinib and Defactinib in Malignant Brain Tumours,"Institute of Cancer Research, United Kingdom",PHASE1,RECRUITING,2024-11-15,2030-09-30,182.0,Avutometinib; Defactinib; Temozolomide
NCT06047860,A Clinical Study of Recombinant Human Vascular Endothelial Inhibitor in Combination With PRaG for Advanced Refractory Non-small Cell Lung Cancer,Second Affiliated Hospital of Soochow University,PHASE2,UNKNOWN,2023-06-16,2024-12-31,30.0,Radiotherapy; PD-1/PD-L1 inhibitor; Granulocyte-macrophage colony-stimulating factor subcutaneous injection; Interleukin 2 subcutaneous injection; Endostatin
NCT01587820,"Intra-arterial Versus Intravenous Cisplatin, Combined With Radiation, for Oral Cavity and Oropharynx Cancer",Southern Illinois University,EARLY_PHASE1,TERMINATED,2012-06,2014-08,1.0,Intra-arterial cisplatin; Intravenous cisplatin
NCT05412420,Artificial Intelligence to Search for Abnormalities in Ambulatory Cancer Patients,Institut de Cancérologie de Lorraine,NA,COMPLETED,2022-08-03,2023-10-13,500.0,Patient Self-Reporting of Symptoms
NCT03939182,Abexinostat and Ibrutinib in Diffuse Large B-cell Lymphoma and Mantle Cell Lymphoma,Memorial Sloan Kettering Cancer Center,PHASE1,COMPLETED,2019-05-29,2025-04-22,15.0,Abexinostat; Ibrutinib
NCT03969082,Evaluation of Bibliotherapy by Students and Patients With Cancer,"University Hospital, Ghent",NA,COMPLETED,2019-03-09,2024-03-01,40.0,Bibliotherapy
NCT07659782,A Phase 2 Study of VS-7375 in Patients With KRAS G12D-Mutated Non-Small Cell Lung Cancer,"Verastem, Inc.",PHASE2,RECRUITING,2026-07-22,2028-12,105.0,VS-7375
NCT02144623,Pretreatment With Valproate Prior to Immunotherapy Targeting Cluster of Differentiation Antigen 20 in Chronic Lymphocytic Leukemia,Lund University Hospital,EARLY_PHASE1,COMPLETED,2015-01,2017-02-06,4.0,Valproate
NCT04452396,CGM (Continuous Glucose Monitoring) Use in Diagnosis of Spontaneous and Reactive Hypoglycaemia,Barts & The London NHS Trust,NA,TERMINATED,2019-12-01,2023-01-31,7.0,use of continuous glucose monitoring
NCT03985696,Exosomes and Immunotherapy in Non-Hodgkin B-cell Lymphomas,"University Hospital, Limoges",NA,COMPLETED,2019-07-02,2025-07-02,90.0,blood sample
NCT01947296,Impact of a Coordinated Regional Organization to Secure Patient's Care Treated by Oral Antineoplastic Agents,Assistance Publique - Hôpitaux de Paris,N/A,COMPLETED,2013-10,2016-06,284.0,
NCT02140996,Safety Study of Human MUC-1 (Mucin-1) Adenoviral Vector Vaccine for Immunotherapy of Epithelial Cancers,Singapore Clinical Research Institute,PHASE1,UNKNOWN,2014-09,2017-06,24.0,Ad-sig-hMUC-1/ecdCD40L vector vaccine
NCT03560362,Postoperative Pain Control With Lipossomic Extended Release Bupivacaine,University of Tennessee,PHASE1,UNKNOWN,2015-07-09,2018-10-31,50.0,Bupivacaine liposome; Bupivacaine / Epinephrine
NCT06023862,A Three-arm Randomized Phase II Study of Dostarlimab Alone or With Bevacizumab Versus Nonplatinum Chemotherapy in Recurrent Gynecological Clear Cell Carcinoma: DOVE (APGOT-OV7/ ENGOT-ov80 Study),Yonsei University,PHASE2,RECRUITING,2024-01-22,2029-12-31,198.0,Dostarlimab; Bevacizumab; Doxorubicin; Gemcitabine; Paclitaxel; Pegylated liposomal doxorubicin
NCT02468362,Long Term Outcomes After Laparoscopic Intersphincteric Resection With Total Mesorectal Excision for Low Rectal Cancer.,Mansoura University,PHASE2,UNKNOWN,2014-04,2019-10,112.0,laparoscopic intersphincteric resection; open intersphincteric resection
NCT03493646,Evaluating in Vivo AZA Incorporation in Mononuclear Cells Following Vidaza or CC486,Kirby Institute,PHASE2,COMPLETED,2018-05-18,2021-09-21,40.0,Azacitidine; CC-486
NCT00407888,"Doxorubicin Hydrochloride, Cyclophosphamide, and Filgrastim Followed By Paclitaxel Albumin-Stabilized Nanoparticle Formulation With or Without Trastuzumab in Treating Patients With Breast Cancer Previously Treated With Surgery",University of Washington,PHASE2,COMPLETED,2006-05,2012-07,60.0,doxorubicin hydrochloride; cyclophosphamide; filgrastim; paclitaxel albumin-stabilized nanoparticle formulation; trastuzumab; laboratory biomarker analysis; quality-of-life assessment
NCT03529227,Gazyva Infusion Reaction Investigation,Healthy Future,N/A,UNKNOWN,2018-03-31,2025-04-30,104.0,
NCT03941561,S-1 for 9 Months Versus 1 Year for Stage II Gastric Cancer (SMAC）,Fudan University,PHASE3,RECRUITING,2019-01-01,2027-05-01,1006.0,S-1 for 9 months; S-1 for 1 year
NCT00054561,"Isotretinoin, Interferon Alfa, and Vitamin E in Treating Patients With Stage III or Stage IV Head and Neck Cancer",Eastern Cooperative Oncology Group,PHASE3,COMPLETED,2003-11-26,2009-05-01,,recombinant interferon alfa; vitamin E; isotretinoin; adjuvant therapy
NCT00477542,A Phase I Trial of Myeloablative Conditioning w/ Clofarabine and HD Busulfan for Pts w/ Refractory Heme Malignancies Undergoing Allo PBSCT,Indiana University,PHASE1,COMPLETED,2007-05,2010-11,18.0,clofarabine
NCT03464942,Stereotactic Radiation and Immunotherapy in Patients With Advanced Triple Negative Breast Cancer,"Peter MacCallum Cancer Centre, Australia",PHASE2,COMPLETED,2018-08-01,2023-06-22,54.0,SABR; Atezolizumab
NCT06728670,Pharmacokinetic Study of Tranexamic Acid,Zhejiang Cancer Hospital,NA,RECRUITING,2024-11-20,2025-08-31,30.0,Tranexamic acid Intravenous Infusion; TXA intramuscular injection
NCT00251186,First-Line Capecitabine and Cetuximab for Metastatic Colorectal Ca in Elderly Patients,University of Medicine and Dentistry of New Jersey,PHASE2,TERMINATED,2006-04,2006-04,18.0,Capecitabine and Cetuximab
NCT02663570,Effects of Melatonin in PCOS Women,Catholic University of the Sacred Heart,NA,UNKNOWN,2015-06,,40.0,Melatonin
NCT05770570,Taxi ROADmAP (Realizing Optimization Around Diet And Physical Activity),Memorial Sloan Kettering Cancer Center,PHASE2,RECRUITING,2022-12-22,2027-08-11,1889.0,Counseling; Text Messages; Phone calls; Self-monitoring tools
NCT02412670,Chemotherapy Before Surgery in Treating Patients With High Grade Upper Urinary Tract Cancer,ECOG-ACRIN Cancer Research Group,PHASE2,COMPLETED,2015-08-27,2022-05-10,36.0,Methotrexate; Vinblastine; Doxorubicin; Cisplatin; Gemcitabine; Carboplatin; Pegfilgrastim; Nephroureterectomy
NCT02900469,Presurgical Trial of Denosumab in Breast Cancer,NYU Langone Health,EARLY_PHASE1,COMPLETED,2016-10,2020-01-03,44.0,denosumab; Surgery
NCT03332069,Modulated Electro-Hyperthermia Plus Chemo-radiation for Locally Advanced Cervical Cancer Patients in South Africa,Jeffrey Kotzen,PHASE3,UNKNOWN,2014-01-09,2020-07-31,236.0,Modulated electro-hyperthermia; External beam radiation; Cisplatin; Brachytherapy
NCT03208283,Evaluation of the Impact of Water Method During Insertion Phase of Flexible Sigmoidoscopy in Training,Chinese University of Hong Kong,NA,COMPLETED,2014-10-28,2023-12,408.0,Water method group; Air insufflation group
NCT01864083,FACBC PET and PEM as a Staging Tool and Indicator of Therapeutic Response in Breast Cancer Patients,Memorial Sloan Kettering Cancer Center,EARLY_PHASE1,COMPLETED,2013-05,2017-08-29,30.0,Positron Emission Tomography (PET); Fluorine-18 labeled 1-amino-3-fluorocyclobutane-1-carboxylic acid (FACBC); Positron emission mammography (PEM) When available; MR
NCT06629883,Resistance Exercise and Peer Support with Bands/balls and Digital Support Among Women with Polycystic Ovary Syndrome,University of South Carolina,NA,COMPLETED,2022-06-01,2023-05-31,10.0,REPS w/BANDS
NCT00003283,Octreotide With or Without Prednisone in Treating Patients With Metastatic or Recurrent Thymoma,Eastern Cooperative Oncology Group,PHASE2,COMPLETED,1998-10-13,,38.0,octreotide acetate; prednisone
NCT05446883,"QL1706 Plus Chemotherapy±Bevacizumab for the First-Line Treatment of Persistent, Recurrent or Metastatic Cervical Cancer","Qilu Pharmaceutical Co., Ltd.",PHASE3,UNKNOWN,2022-09-23,2025-07-01,498.0,QL1706; Placebo; Paclitaxel injection; Cisplatin/Carboplatin
NCT00024154,Trastuzumab and Gefitinib in Treating Patients With Metastatic Breast Cancer,National Cancer Institute (NCI),PHASE2,COMPLETED,2002-02,,132.0,trastuzumab; gefitinib; laboratory biomarker analysis
NCT05400941,"Aim 3, Adapting and Implementing Evidence-based Breast Cancer Follow-up in Primary Care","Rutgers, The State University of New Jersey",NA,ENROLLING_BY_INVITATION,2024-06-24,2026-12-31,910.0,Practice Led Intervention
NCT02482441,"A Phase 1a/b Dose Escalation Study of the Safety, Pharmacokinetics, and Pharmacodynamics of OMP-131R10","OncoMed Pharmaceuticals, Inc.",PHASE1,COMPLETED,2015-07-16,2018-03-28,50.0,OMP-131R10; FOLFIRI
NCT04047641,"Cladribine, Idarubicin, Cytarabine, and Quizartinib in Treating Patients With Newly Diagnosed, Relapsed, or Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome",M.D. Anderson Cancer Center,PHASE1,RECRUITING,2019-10-22,2027-12-31,80.0,Cladribine; Cytarabine; Idarubicin; Quizartinib
NCT05143541,Use of a New Stapling Device in General Thoracic Surgery,Lexington Medical Inc.,N/A,COMPLETED,2021-03-01,2021-09-30,80.0,AEON Endostapler
NCT05586841,Exploration of Dalpiciclib + Chidamide in HR+/HER2- Advanced Breast Cancer After Failure of CDK4/6 Inhibitor: a Phase Ⅰb Study,Beijing 302 Hospital,PHASE1,COMPLETED,2022-10-01,2026-03-30,22.0,Dalpiciclib; Chidamide
NCT02736305,Use of Regorafenib in Recurrent Epithelial Ovarian Cancer,"National Cancer Centre, Singapore",PHASE2,COMPLETED,2016-02-03,2019-11-18,21.0,Regorafenib
NCT07508605,Efficacy and Safety of CD19/CD20 CAR/TRuC-T in Relapsed/Refractory B-Cell Lymphoma,Shenzhen University General Hospital,PHASE1,RECRUITING,2025-01-01,2027-12-30,20.0,CAR/TRuC-T
NCT05802394,The Value of Molecular Residual Disease Monitoring Based on ctDNA in Borderline Resectable or Locally Advanced Pancreatic Cancer,Peking Union Medical College Hospital,NA,RECRUITING,2023-02-01,2030-02-01,100.0,Later-line therapy
NCT01474694,Accuracy Assessment for Computer-assisted Surgical Interventions of the Liver,"Insel Gruppe AG, University Hospital Bern",N/A,COMPLETED,2011-10,2013-12,14.0,Abdominal surgery
NCT00309894,"Ketoconazole, Hydrocortisone, and GM-CSF in Treating Patients With Progressive Prostate Cancer After Hormone Therapy","University of California, San Francisco",PHASE2,COMPLETED,2004-04,2007-12,49.0,sargramostim; ketoconazole; therapeutic hydrocortisone
NCT05535894,Endoscopic Radiofrequency Ablation of Celiac Ganglion for Pain Management and Improvement of Quality of Life in Patients With Unresectable Pancreatic Cancer,West Virginia University,N/A,COMPLETED,2022-08-10,2025-08-30,19.0,Ablation of Celiac Ganglion
NCT06598722,BCL-2 Inhibitors Combined with the HyperCVAD Regimen for Newly Diagnosed T-lymphoblastic Leukemia/lymphoma.,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",PHASE2,RECRUITING,2024-08-07,2027-08-07,206.0,BCL-2 inhibitors combined with the HyperCVAD regimen; Propensity score matching historical data
NCT06481566,"Efficacy and Safety of Almonertinib Combined With Stereotactic Body Radiotherapy (SBRT) in the Treatment of Non-small Cell Lung Cancer With EGFR Sensitive Mutation: a Single-arm, Open-label Clinical Trial",Chongqing University Cancer Hospital,NA,UNKNOWN,2024-06-21,2026-06-30,30.0,stereotactic ablative body radiotherapy
NCT01249456,Safety and Efficacy Study of Femara(Letrozole) as an Extended Adjuvant Treatment in Breast Cancer Patients,Novartis Pharmaceuticals,N/A,COMPLETED,2006-05,2015-04,392.0,
NCT02423356,Strain Echocardiography to Predict Cardiotoxicity in Patients Receiving Chemotherapy Containing Doxorubicin,Daniel Rushing,N/A,COMPLETED,2015-04-23,2018-02-01,12.0,Echocardiogram
NCT03607656,The Effect of Traditional Chinese Treatment Combined Adjuvant Chemotherapy in IIIb and IIIc Gastric Cancer,Shanghai University of Traditional Chinese Medicine,PHASE2,COMPLETED,2018-06-08,2023-11-30,270.0,Oxaliplatin; Capecitabine; TCM; S-1; Docetaxel; 5-FU
NCT00005622,"Donor Bone Marrow Transplant in Treating Patients With Leukemia, Lymphoma, or Nonmalignant Hematologic Disorders",H. Lee Moffitt Cancer Center and Research Institute,PHASE2,COMPLETED,1996-05,2009-07,72.0,cyclophosphamide; TBI
NCT01749722,Safety and Efficacy of the NaviAid™ G-Eye System During Colonoscopy,Smart Medical Systems Ltd.,NA,COMPLETED,2012-11,2013-06,50.0,NaviAid™ G-Eye procedure
NCT00500422,"Doxil, Gemcitabine, and Velcade (PS341) in Advanced Cancer Patients",M.D. Anderson Cancer Center,PHASE1,COMPLETED,2005-01,2012-11,134.0,Doxil; Gemcitabine; Velcade
NCT06462222,Immune Checkpoint Inhibitor Combined With Pemetrexed Intrathecal Injection for Leptomeningeal Metastasis From Solid Tumors,Guangzhou Medical University,PHASE1,ACTIVE_NOT_RECRUITING,2024-06-30,2026-07-31,45.0,"Toripalimab, pemetrexed"
NCT05404022,Feasibility Trial of a Personalised Nutrition and Activity Programme for People With Lung Cancer Over 65 Years,University of Hull,NA,COMPLETED,2022-06-20,2023-09-01,11.0,Tailored nutrition and physical activity programme
NCT04674722,HER2 Expression Detection and Radionuclide Therapy in Breast Cancer Using 99mTc/188Re Labeled Single Domain Antibody,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",EARLY_PHASE1,COMPLETED,2020-08-24,2024-10-30,43.0,Injection of 99mTc-NM-02; Injection of 188Re-NM-02
NCT01420250,Cabazitaxel With Radiation and Hormone Therapy for Prostate Cancer,Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University,PHASE1,COMPLETED,2011-09-22,2020-07-21,20.0,Cabazitaxel; Intensity Modulated Radiation Therapy (IMRT); Anti-Androgen Therapy: Bicalutamide; Luteinizing Hormone-Releasing Hormone (LHRH) Agonist
NCT05045950,Optimizing Neurocognition With Whole Brain Radiation Therapy (WBRT) Using Upfront Pulsed Reduced Dose-Rate (PRDR) Technique,Medical College of Wisconsin,PHASE2,RECRUITING,2021-11-17,2029-05,53.0,Memantine -Twice Daily or Extended Release; WBRT utilizing the PRDR technique
NCT03366350,Anti-CD19 CAR-T Therapy Bridging to HSCT for CD19+ B-Cell Malignancies,"Wuhan Sian Medical Technology Co., Ltd",PHASE1,UNKNOWN,2016-04-15,2021-06-01,50.0,Allogeneic hematological stem cell transplantation
NCT00002691,Combination Chemotherapy in Treating Pediatric Patients With Stage III or IV Non-Hodgkin's Lymphoma,Memorial Sloan Kettering Cancer Center,PHASE2,COMPLETED,1995-08,2000-06,,filgrastim; asparaginase; cyclophosphamide; cytarabine; daunorubicin hydrochloride; dexamethasone; etoposide; leucovorin calcium; mesna; methotrexate; vincristine sulfate
NCT03013491,PROCLAIM-CX-072: A Trial to Find Safe and Active Doses of an Investigational Drug CX-072 for Patients With Solid Tumors or Lymphomas,CytomX Therapeutics,PHASE1,TERMINATED,2017-01-19,2020-10-27,196.0,CX-072; ipilimumab; vemurafenib
NCT05582018,"Safety and Effectiveness of BioTraceIO 360 for Planning, Monitoring and Assessment of Liver Tissue Ablation Procedures",Techsomed Medical Technologies LTD,NA,TERMINATED,2023-09-05,2024-05-15,4.0,BioTraceIO 360
NCT06434090,Liposomal Irinotecan Plus Bevacizumab in Irinotecan-refractory Metastatic Colorectal Cancer,Sun Yat-sen University,PHASE1,UNKNOWN,2024-06-05,2026-07-01,74.0,Liposomal irinotecan; Bevacizumab
NCT02797197,Feasibility of Systematic Handgrip Strength (HGS) Testing and Short-term Changes in Muscle Strength in Digestive Cancer Patients Treated by Chemotherapy,CHU de Reims,NA,COMPLETED,2016-05-18,2017-02-15,201.0,handgrip strength test; chemotherapy
